month,opening_arr,new_arr,expansion_arr,price_arr,churn_arr,closing_arr,opening_customers,new_logos,churned_customers,customers,attach_rate,insights_customers,arpa_insights,arr_insights,arr_total
2024-09,11500000.0,272000.0,108179.48066996576,0.0,-107128.96595043951,11773050.514719527,380.0,8.0,-3.5399136574927836,384.4600863425072,0.126,48.44197087915591,11615.0,562653.4917613959,12335704.006480923
2024-10,11773050.514719527,272000.0,111714.9334554817,0.0,-95548.48774901108,12061216.960425999,384.4600863425072,8.0,-3.120226130343409,389.33986021216384,0.132,51.39286154800563,11731.15,602897.3677488862,12664114.328174885
2024-11,12061216.960425999,272000.0,116742.71687269473,0.0,-108541.93827223277,12341417.73902646,389.33986021216384,8.0,-3.5037677551715163,393.83609245699233,0.138,54.34938075906495,11848.4615,643956.5454726218,12985374.284499083
2024-12,12341417.73902646,340000.0,126941.33815846636,0.0,-109700.11628771237,12698658.960897215,393.83609245699233,10.0,-3.500721396392696,400.33537106059964,0.144,57.64829343272634,11966.946115,689874.0211311445,13388532.98202836
2025-01,12698658.960897215,249900.0,117974.49843724114,634932.9480448607,-114354.28593643355,13587112.121442882,400.33537106059964,7.0,-3.6051102430344724,403.7302608175652,0.15,60.559539122634774,12086.61557615,731959.8688441027,14319071.990286985
2025-02,13587112.121442882,285600.0,126610.60107694077,0.0,-116177.87291941939,13883144.849600403,403.7302608175652,8.0,-3.452133353706815,408.27812746385837,0.156,63.69138788436191,12207.481731911499,777511.4540784374,14660656.30367884
2025-03,13883144.849600403,357000.0,142006.72934512413,0.0,-116875.23719414025,14265276.341751387,408.27812746385837,10.0,-3.437088894876101,414.84103856898224,0.16199999999999998,67.20424824817512,12329.556549230612,828598.5791244075,15093874.920875795
2025-04,14265276.341751387,285600.0,132437.4477194192,0.0,-122293.78530701462,14561020.004163792,414.84103856898224,8.0,-3.556361593838253,419.284676975144,0.16799999999999998,70.43982573182419,12452.85211472292,877176.7328252608,15438196.736989053
2025-05,14561020.004163792,357000.0,141904.8003399256,0.0,-122141.47247213071,14937783.332031587,419.284676975144,10.0,-3.5170645886140837,425.76761238652995,0.174,74.0835645552562,12577.38063587015,931777.1902735155,15869560.522305103
2025-06,14937783.332031587,392700.0,150364.54920289153,0.0,-128717.96613111167,15352129.915103367,425.76761238652995,11.0,-3.6688134974735993,433.09879888905635,0.18,77.95778380003014,12703.154442228852,990309.7675856693,16342439.682689035
2025-07,15352129.915103367,357000.0,158120.03726382152,0.0,-133238.60518743738,15734011.347179752,433.09879888905635,10.0,-3.7587930919970844,439.3400057970593,0.186,81.71724107825302,12830.18598665114,1048447.4013499949,16782458.748529747
2025-08,15734011.347179752,321300.0,140997.02112955617,0.0,-137850.44567558807,16058457.92263372,439.3400057970593,9.0,-3.8491910464457457,444.49081475061354,0.192,85.3422364321178,12958.487846517652,1105906.3336002345,17164364.256233957
2025-09,16058457.92263372,464100.0,150753.18395836288,0.0,-139451.4482289278,16533859.658363156,444.49081475061354,13.0,-3.8599526891099565,453.6308620615036,0.198,89.81891068817771,13088.072724982829,1175556.4351656074,17709416.093528762
2025-10,16533859.658363156,428400.0,151749.90013174238,0.0,-146975.4148635121,16967034.143631384,453.6308620615036,12.0,-4.032487605678798,461.5983744558248,0.20400000000000001,94.16606838898826,13218.953452232658,1244776.874813793,18211811.018445175
2025-11,16967034.143631384,464100.0,169306.61047823093,0.0,-150025.73697030754,17450415.017139304,461.5983744558248,13.0,-4.081540458149244,470.5168339976756,0.21000000000000002,98.80853513951187,13351.142986754985,1319206.8809594274,18769621.898098733
2025-12,17450415.017139304,535500.0,159969.83333305945,0.0,-154144.5407372486,17991740.309735116,470.5168339976756,15.0,-4.156210681206228,481.36062331646934,0.21600000000000003,103.97389463635739,13484.654416622534,1402052.0375216026,19393792.34725672
2026-01,17991740.309735116,340578.00000000006,146792.6133143669,1079504.418584107,-212915.019527719,19345700.322105873,481.36062331646934,9.0,-5.696442075580957,484.6641812408884,0.22100000000000003,107.11078405423635,13619.50096078876,1458795.4263375094,20804495.748443384
2026-02,19345700.322105873,416262.00000000006,166382.60002657038,0.0,-213357.1511462027,19714987.77098624,484.6641812408884,11.0,-5.345196464870417,490.318984776018,0.22600000000000003,110.81209055938008,13755.695970396648,1524297.427578893,21239285.198565133
2026-03,19714987.77098624,491946.0000000001,181579.6839980128,0.0,-233772.41239864237,20154741.042585608,490.318984776018,13.0,-5.814005732462543,497.50497904355547,0.23100000000000004,114.92365015906134,13893.252930100614,1596663.339310237,21751404.381895844
2026-04,20154741.042585608,454104.0000000001,178955.41368272202,0.0,-223709.6553352112,20564090.80093312,497.50497904355547,12.0,-5.5221085279251625,503.9828705156303,0.23600000000000004,118.93995744168876,14032.18545940162,1668987.5413551126,22233078.342288233
2026-05,20564090.80093312,529788.0000000001,171513.14537015767,0.0,-222797.23396742877,21042594.71233585,503.9828705156303,14.0,-5.4602943842648335,512.5225761313654,0.24100000000000005,123.51794084765909,14172.507313995638,1750558.920073129,22793153.63240898
2026-06,21042594.71233585,491946.0000000001,189070.54975352559,0.0,-232669.02063925727,21490942.24145012,512.5225761313654,13.0,-5.666987720582141,519.8555884107833,0.24600000000000002,127.8844747490527,14314.232387135595,1830568.0902647143,23321510.331714835
2026-07,21490942.24145012,416262.00000000006,150229.28570198634,0.0,-212154.58148814758,21845278.94566396,519.8555884107833,11.0,-5.131917602981866,525.7236708078015,0.251,131.95664137275816,14457.374711006953,1907746.6099319276,23753025.555595886
2026-08,21845278.94566396,454104.0000000001,173574.51810496248,0.0,-211884.1682785171,22261073.295490406,525.7236708078015,12.0,-5.099157717807494,532.6245130899939,0.256,136.35187535103844,14601.948458117022,1991003.0560434603,24252076.351533867
