month,position_id,role,function,cost_bucket,sales_role,location,origin,fte,tenure_months,salary,bonus,employer_tax,benefits,recruiting,capex,people_cost
2024-09,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,35,8333.338069003801,666.6670455203041,990.0005625976515,500.0002841402281,0.0,0.0,10490.005961261984
2024-10,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,36,8333.338069003801,666.6670455203041,990.0005625976515,500.0002841402281,0.0,0.0,10490.005961261984
2024-11,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,37,8333.338069003801,666.6670455203041,990.0005625976515,500.0002841402281,0.0,0.0,10490.005961261984
2024-12,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,38,8333.338069003801,666.6670455203041,990.0005625976515,500.0002841402281,0.0,0.0,10490.005961261984
2025-01,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,39,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-02,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,40,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-03,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,41,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-04,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,42,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-05,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,43,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-06,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,44,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-07,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,45,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-08,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,46,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-09,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,47,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-10,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,48,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-11,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,49,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2025-12,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,50,8625.004901418935,690.0003921135149,1024.6505822885695,517.5002940851361,0.0,0.0,10857.156169906155
2026-01,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,51,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-02,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,52,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-03,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,53,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-04,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,54,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-05,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,55,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-06,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,56,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-07,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,57,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2026-08,emp-0000,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,58,8926.880072968595,714.1504058374876,1060.513352668669,535.6128043781157,0.0,0.0,11237.156635852867
2024-09,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,24,8413.243045939193,673.0594436751354,999.4932738575761,504.79458275635153,0.0,0.0,10590.590346228255
2024-10,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,25,8413.243045939193,673.0594436751354,999.4932738575761,504.79458275635153,0.0,0.0,10590.590346228255
2024-11,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,26,8413.243045939193,673.0594436751354,999.4932738575761,504.79458275635153,0.0,0.0,10590.590346228255
2024-12,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,27,8413.243045939193,673.0594436751354,999.4932738575761,504.79458275635153,0.0,0.0,10590.590346228255
2025-01,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,28,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-02,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,29,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-03,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,30,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-04,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,31,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-05,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,32,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-06,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,33,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-07,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,34,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-08,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,35,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-09,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,36,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-10,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,37,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-11,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,38,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2025-12,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,39,8707.706552547063,696.616524203765,1034.4755384425912,522.4623931528238,0.0,0.0,10961.261008346244
2026-01,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,40,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-02,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,41,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-03,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,42,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-04,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,43,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-05,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,44,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-06,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,45,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-07,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,46,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-08,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,47,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2024-09,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,26,7900.905433569779,632.0724346855824,938.6275655080899,474.05432601418676,0.0,0.0,9945.65975977764
2024-10,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,27,7900.905433569779,632.0724346855824,938.6275655080899,474.05432601418676,0.0,0.0,9945.65975977764
2024-11,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,28,7900.905433569779,632.0724346855824,938.6275655080899,474.05432601418676,0.0,0.0,9945.65975977764
2024-12,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,29,7900.905433569779,632.0724346855824,938.6275655080899,474.05432601418676,0.0,0.0,9945.65975977764
2025-01,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,30,8177.43712374472,654.1949698995776,971.4795303008727,490.6462274246832,0.0,0.0,10293.757851369852
2025-02,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,31,8177.43712374472,654.1949698995776,971.4795303008727,490.6462274246832,0.0,0.0,10293.757851369852
2025-03,emp-0002,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,32,8177.43712374472,654.1949698995776,971.4795303008727,490.6462274246832,0.0,0.0,10293.757851369852
2024-09,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,26,9069.419305761325,725.553544460906,1077.4470135244455,544.1651583456795,0.0,0.0,11416.585022092355
2024-10,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,27,9069.419305761325,725.553544460906,1077.4470135244455,544.1651583456795,0.0,0.0,11416.585022092355
2024-11,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,28,9069.419305761325,725.553544460906,1077.4470135244455,544.1651583456795,0.0,0.0,11416.585022092355
2024-12,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,29,9069.419305761325,725.553544460906,1077.4470135244455,544.1651583456795,0.0,0.0,11416.585022092355
