month,units_platform,units_insights,units,commit_units,committed_units_used,ondemand_units,unit_price,commit_discount,cost_committed,cost_ondemand,cost_fixed,cloud_total,stranded_units
2024-09,74918.05258326915,70587.46397950436,145505.5165627735,0.0,0.0,145505.5165627735,0.43912,0.0,0.0,63894.3824330451,25000.0,88894.3824330451,0.0
2024-10,78743.25054591721,78413.48031659354,157156.73086251074,0.0,0.0,157156.73086251074,0.43824176,0.0,0.0,68872.64232903303,25000.0,93872.64232903303,0.0
2024-11,79566.70589756516,80879.64295990986,160446.34885747504,0.0,0.0,160446.34885747504,0.43736527648,0.0,0.0,70173.6617282561,25000.0,95173.6617282561,0.0
2024-12,79088.04183307357,84969.65235334868,164057.69418642225,0.0,0.0,164057.69418642225,0.43649054592704,0.0,0.0,71609.63249896282,25000.0,96609.63249896282,0.0
2025-01,81989.66237815264,91697.4745233999,173687.13690155256,0.0,0.0,173687.13690155256,0.43561756483518593,0.0,0.0,75661.1676202499,25000.0,100661.1676202499,0.0
2025-02,81263.71591460716,96018.65057527606,177282.36648988322,0.0,0.0,177282.36648988322,0.4347463297055156,0.0,0.0,77072.85815298482,25000.0,102072.85815298482,0.0
2025-03,82001.64256652271,99333.45737933196,181335.0999458547,0.0,0.0,181335.0999458547,0.4338768370461045,0.0,0.0,78677.09960994667,25000.0,103677.09960994667,0.0
2025-04,86189.51431755692,105700.65781910242,191890.17213665933,0.0,0.0,191890.17213665933,0.4330090833720123,0.0,0.0,83090.18754499251,25000.0,108090.18754499251,0.0
2025-05,85453.67994195348,110526.35205295707,195980.03199491056,0.0,0.0,195980.03199491056,0.4321430652052683,0.0,0.0,84691.4117453072,25000.0,109691.4117453072,0.0
2025-06,84690.73414230353,116577.39833502543,201268.13247732894,0.0,0.0,201268.13247732894,0.4312787790748578,0.0,0.0,86802.67444149916,25000.0,111802.67444149916,0.0
2025-07,88517.93978506266,120975.41893360959,209493.35871867224,0.0,0.0,209493.35871867224,0.43041622151670805,0.0,0.0,90169.33989253521,25000.0,115169.33989253521,0.0
2025-08,89878.13345685141,124254.9089878108,214133.04244466222,0.0,0.0,214133.04244466222,0.42955538907367463,0.0,0.0,91982.00236084657,25000.0,116982.00236084657,0.0
2025-09,93087.79754321763,137599.31837118632,230687.11591440396,0.0,0.0,230687.11591440396,0.42869627829552726,0.0,0.0,98894.70804323387,25000.0,123894.70804323387,0.0
2025-10,91168.69417674438,144102.66196535088,235271.35614209526,0.0,0.0,235271.35614209526,0.42783888573893625,0.0,0.0,100658.23485812247,25000.0,125658.23485812247,0.0
2025-11,92056.2066077858,144341.26607869536,236397.47268648117,0.0,0.0,236397.47268648117,0.4269832079674584,0.0,0.0,100937.75124307336,25000.0,125937.75124307336,0.0
2025-12,98228.50504720399,152164.51820137916,250393.02324858314,0.0,0.0,250393.02324858314,0.4261292415515235,0.0,0.0,106699.78908671172,25000.0,131699.7890867117,0.0
2026-01,97536.08203179987,164691.33195394007,262227.4139857399,0.0,0.0,262227.4139857399,0.42527698306842043,0.0,0.0,111519.28349768919,28000.0,139519.28349768918,0.0
2026-02,96719.11568224328,168598.90684230463,265318.0225245479,0.0,0.0,265318.0225245479,0.4244264291022836,0.0,0.0,112607.98087657311,28000.0,140607.98087657313,0.0
2026-03,97293.06939477385,229634.52294254507,326927.5923373189,0.0,0.0,326927.5923373189,0.42357757624407905,0.0,0.0,138479.1971695539,28000.0,166479.1971695539,0.0
2026-04,98998.36973191789,232535.8450776116,331534.2148095295,0.0,0.0,331534.2148095295,0.4227304210915909,0.0,0.0,140149.59823270235,28000.0,168149.59823270235,0.0
2026-05,101710.44126790404,248808.0131313565,350518.4543992606,0.0,0.0,350518.4543992606,0.4218849602494077,0.0,0.0,147878.46420091589,28000.0,175878.46420091589,0.0
2026-06,103164.81862394742,256858.3493138306,360023.16793777805,0.0,0.0,360023.16793777805,0.4210411903289089,0.0,0.0,151584.58317450676,28000.0,179584.58317450676,0.0
2026-07,103407.87231340224,257596.31711142906,361004.1894248313,0.0,0.0,361004.1894248313,0.4201991079482511,0.0,0.0,151693.63836189557,28000.0,179693.63836189557,0.0
2026-08,107717.0167437206,274210.19956964697,381927.2163133676,0.0,0.0,381927.2163133676,0.41935870973235456,0.0,0.0,160164.50464484372,28000.0,188164.50464484372,0.0
