month,units_platform,units_insights,units,commit_units,committed_units_used,ondemand_units,unit_price,commit_discount,cost_committed,cost_ondemand,cost_fixed,cloud_total,stranded_units
2026-09,109021.28343282941,288906.40109699796,397927.6845298274,0.0,0.0,397927.6845298274,0.4181006336031575,0.0,0.0,166373.8170301582,28000.0,194373.8170301582,0.0
2026-10,111500.37835171222,305511.0366836915,417011.4150354037,0.0,0.0,417011.4150354037,0.416846331702348,0.0,0.0,173829.6786355134,28000.0,201829.6786355134,0.0
2026-11,113808.30706880482,322077.50900471763,435885.81607352244,0.0,0.0,435885.81607352244,0.41559579270724095,0.0,0.0,181152.31126091818,28000.0,209152.31126091818,0.0
2026-12,116716.25480438143,340811.4640287938,457527.71883317525,0.0,0.0,457527.71883317525,0.4143490053291193,0.0,0.0,189576.1552090271,28000.0,217576.1552090271,0.0
2027-01,118680.0667971738,357227.0010594932,475907.06785666704,0.0,0.0,475907.06785666704,0.4131059583131319,0.0,0.0,196600.04533492113,28000.0,224600.04533492113,0.0
2027-02,120784.28060431805,374431.26987338596,495215.55047770403,0.0,0.0,495215.55047770403,0.4118666404381925,0.0,0.0,203962.7650680021,28000.0,231962.7650680021,0.0
2027-03,123335.92402992988,393441.5976554764,516777.52168540633,0.0,0.0,516777.52168540633,0.4106310405168779,0.0,0.0,212204.89144541183,28000.0,240204.89144541183,0.0
2027-04,125407.89890013177,411337.9083924323,536745.8072925641,0.0,0.0,536745.8072925641,0.4093991473953273,0.0,0.0,219743.27587359239,28000.0,247743.27587359239,0.0
2027-05,127619.52662353618,430077.804721317,557697.3313448532,0.0,0.0,557697.3313448532,0.4081709499531413,0.0,0.0,227635.8495213605,28000.0,255635.8495213605,0.0
2027-06,130123.84019035238,450228.48705861927,580352.3272489717,0.0,0.0,580352.3272489717,0.4069464371032819,0.0,0.0,236172.3118385669,28000.0,264172.3118385669,0.0
2027-07,131840.81293181068,468034.88590792805,599875.6988397387,0.0,0.0,599875.6988397387,0.40572559779197204,0.0,0.0,243384.92651263,28000.0,271384.92651262996,0.0
2027-08,133545.89669704478,486107.0639772431,619652.9606742879,0.0,0.0,619652.9606742879,0.40450842099859613,0.0,0.0,250654.84068946136,28000.0,278654.8406894613,0.0
2027-09,135855.17380987506,506739.7983108342,642594.9721207093,0.0,0.0,642594.9721207093,0.4032948957356003,0.0,0.0,259155.27228164242,28000.0,287155.2722816424,0.0
2027-10,138148.46060438137,527727.119508737,665875.5801131184,0.0,0.0,665875.5801131184,0.40208501104839356,0.0,0.0,267738.5899866387,28000.0,295738.5899866387,0.0
2027-11,140271.86780364608,548463.0031122564,688734.8709159025,0.0,0.0,688734.8709159025,0.40087875601524836,0.0,0.0,276099.17827708967,28000.0,304099.17827708967,0.0
2027-12,142996.5717189874,571986.2868759498,714982.8585949373,0.0,0.0,714982.8585949373,0.3996761197472026,0.0,0.0,285761.5746089874,28000.0,313761.5746089874,0.0
2028-01,144778.40874187008,592143.6917542488,736922.1004961189,0.0,0.0,736922.1004961189,0.398477091387961,0.0,0.0,293646.57518520014,28000.0,321646.57518520014,0.0
2028-02,146701.90764342505,613213.9739495169,759915.8815929419,0.0,0.0,759915.8815929419,0.3972816601137971,0.0,0.0,301900.64298608364,28000.0,329900.64298608364,0.0
