month,revenue_platform,revenue_insights,revenue,cogs_cloud,cogs_third_party,cogs_payment,cogs_payroll,cogs_recruiting,cogs,gross_profit,gross_margin,rd_payroll,rd_recruiting,rd_tooling,rd_contractors,rd_total,sm_payroll,sm_recruiting,sm_commission,sm_programs,sm_total,ga_payroll,ga_recruiting,ga_rent,ga_software,ga_fixed,ga_total,opex,ebitda,ebitda_margin,fte_total,fte_COGS,fte_R&D,fte_S&M,fte_G&A,arr_total
2026-09,1896810.2462908672,174264.46122185857,2071074.7075127258,191987.73694532245,62132.241225381775,31066.12061269089,276901.48091931344,0.0,562087.5797027085,1508987.1278100172,0.7286010119945154,917162.2833986612,0.0,31752.0,140000.0,1088914.2833986613,313737.7209094683,0.0,69524.73021831657,396900.0,780162.4511277849,247823.66415269327,0.0,68600.0,25048.8,75000.0,416472.4641526932,2285549.1986791394,-776562.0708691222,-0.37495608828217536,139.16,26.46,70.56,27.44,14.7,24852896.49015271
2026-10,1938531.0512908672,182865.1403929415,2121396.191683809,196985.08766698986,63641.88575051426,31820.94287525713,276901.48091931344,0.0,569349.3972120746,1552046.7944717342,0.7316157163645294,995423.7767319945,108000.0,34839.0,140000.0,1278262.7767319945,335746.88757613493,33000.0,69962.37867354868,396900.0,835609.2662496837,247823.66415269327,0.0,72961.0,26636.399999999998,75000.0,422421.06415269326,2536293.1071343715,-984246.3126626373,-0.46396157234609475,147.98,26.46,77.42,29.4,14.7,25456754.300205704
2026-11,1979684.2262908674,191660.91587706958,2171345.142167937,201967.53065162458,65140.354265038106,32570.177132519057,276901.48091931344,0.0,576579.5429684953,1594765.5991994417,0.7344597448967414,1053107.7200653278,72750.0,37044.0,140000.0,1302901.7200653278,390119.81924280163,80250.0,69718.87112878081,391500.0,931588.6903715824,247823.66415269327,0.0,78547.0,28576.8,75000.0,429947.4641526932,2664437.8745896034,-1069672.2753901617,-0.4926311596516472,158.76,26.46,82.32,35.28,14.7,26056141.706015244
2026-12,2032473.8162908675,202022.32139885655,2234496.137689724,208155.56849901233,67034.88413069172,33517.442065345866,276901.48091931344,0.0,585609.3756143634,1648886.7620753609,0.7379232992455146,1094492.4667319944,48000.0,38808.0,140000.0,1321300.4667319944,390119.81924280163,0.0,84114.26318326149,502200.00000000006,976434.0824260633,247823.66415269327,0.0,80899.0,29282.4,75000.0,433005.06415269326,2730739.613310751,-1081852.8512353902,-0.48415964251964766,162.68,26.46,86.24,35.28,14.7,26813953.652276687
2027-01,2178351.360980411,211481.4558587031,2389832.8168391143,213321.368463764,71694.98450517343,35847.492252586715,286593.03275148943,0.0,607456.8779730136,1782375.9388661007,0.7458161618282322,1158500.2030676142,37500.0,39690.0,140000.0,1375690.2030676142,425783.17958296626,33000.0,74425.13910314701,400950.0,934158.3186861132,265749.6723980375,13500.0,83202.0,30164.4,75000.0,467616.07239803753,2777464.594151765,-995088.6552856644,-0.4163842124328208,167.58,26.46,88.2,37.24,15.68,28677993.80206937
2027-02,2229310.344230411,224256.22917977418,2453566.573410185,220646.31137966234,73606.99720230555,36803.49860115278,286593.03275148943,0.0,617649.8399346101,1835916.733475575,0.7482644870417576,1158500.2030676142,0.0,39690.0,140000.0,1338190.2030676142,425783.17958296626,0.0,84001.54004438985,461699.99999999994,971484.719627356,265749.6723980375,0.0,83202.0,30164.4,75000.0,454116.07239803753,2763790.995093008,-927874.261617433,-0.37817366427836147,167.58,26.46,88.2,37.24,15.68,29442798.88092222
2027-03,2291593.545980411,238828.60103500195,2530422.1470154133,229207.60272186872,75912.6644104624,37956.3322052312,286593.03275148943,0.0,629669.6320890518,1900752.5149263614,0.7511602430322799,1158500.2030676142,0.0,39690.0,140000.0,1338190.2030676142,425783.17958296626,0.0,98125.15857185196,564300.0000000001,1088208.3381548184,265749.6723980375,0.0,83202.0,30164.4,75000.0,454116.07239803753,2880514.6136204703,-979762.0986941089,-0.3871931408163339,167.58,26.46,88.2,37.24,15.68,30365065.764184956
2027-04,2346799.111167911,253063.28029312787,2599862.391461039,237167.5383533145,77995.87174383117,38997.935871915586,286593.03275148943,0.0,640754.3787205508,1959108.0127404882,0.7535429641103168,1158500.2030676142,0.0,39690.0,140000.0,1338190.2030676142,425783.17958296626,0.0,90285.3413193056,500175.0,1016243.5209022718,265749.6723980375,0.0,83202.0,30164.4,75000.0,454116.07239803753,2808549.7963679237,-849441.7836274356,-0.32672567071908626,167.58,26.46,88.2,37.24,15.68,31198348.697532464
2027-05,2406400.261167911,268358.1902469856,2674758.4514148966,245690.7818615698,80242.7535424469,40121.37677122345,286593.03275148943,0.0,652647.9449267295,2022110.5064881672,0.7559974267652128,1158500.2030676142,0.0,39690.0,140000.0,1338190.2030676142,425783.17958296626,0.0,96139.14578238953,540000.0,1061922.3253653557,265749.6723980375,0.0,83202.0,30164.4,75000.0,454116.07239803753,2854228.6008310076,-832118.0943428404,-0.3111002767007487,167.58,26.46,88.2,37.24,15.68,32097101.416978758
2027-06,2471961.526167911,284991.10863533086,2756952.634803242,254964.72293595303,82708.57904409726,41354.28952204863,286593.03275148943,0.0,665620.6242535883,2091332.0105496538,0.7585665361635449,1158500.2030676142,0.0,39690.0,60000.0,1258190.2030676142,425783.17958296626,0.0,103916.49586129258,594000.0,1123699.6754442588,265749.6723980375,0.0,83202.0,30164.4,75000.0,454116.07239803753,2836005.9509099107,-744673.9403602569,-0.27010762932943994,167.58,26.46,88.2,37.24,15.68,33083431.6176389
