month,product,revenue,cogs_cloud,cogs_third_party,cogs_payment,cogs_payroll,cogs,gross_profit,gross_margin
2026-09,Platform,1867082.7605591053,59233.135818090974,56012.482816773154,28006.241408386577,254009.11757226125,397260.977615512,1469821.7829435933,0.7872290473634117
2026-09,Insights,168269.3021504511,88868.66350303234,5048.079064513533,2524.0395322567665,22892.363347052196,119333.14544685482,48936.156703596294,0.2908204650414609
2026-10,Platform,1879003.7684107397,59260.200835040334,56370.11305232219,28185.056526161094,253848.25478688913,397663.6252004127,1481340.143210327,0.7883646473275802
2026-10,Insights,170641.70408898752,89668.55094044718,5119.251122669626,2559.625561334813,23053.226132424323,120400.65375687595,50241.05033211157,0.29442421827850174
2026-11,Platform,1890537.5508335782,59280.3710941445,56716.12652500735,28358.063262503674,253686.767264848,398041.32814650354,1492496.2226870747,0.7894560052663335
2026-11,Insights,173001.88089746414,90452.3360496637,5190.056426923924,2595.028213461962,23214.71365446545,121452.13434451504,51549.7465529491,0.29797217397596926
2026-12,Platform,1908466.467529022,59428.00153844756,57253.994025870656,28626.997012935328,253515.0270744733,398824.0196517268,1509642.447877295,0.7910238264924285
2026-12,Insights,176053.71749494493,91577.8497683368,5281.611524848347,2640.8057624241733,23386.45384484017,122886.7209004495,53166.99659449543,0.3019930357109445
2027-01,Platform,1978330.9089132866,59520.378877172974,59349.9272673986,29674.963633699303,262873.0721238886,411418.3419021595,1566912.5670111272,0.7920376515129338
2027-01,Insights,178511.74670973307,92325.99657757413,5355.352401291992,2677.6762006459962,23719.960627600864,124078.98580711297,54432.760902620095,0.30492537273264064
2027-02,Platform,1994174.2401567074,59594.797237478604,59825.227204701216,29912.61360235061,262455.69344951276,411788.33149404323,1582385.9086626642,0.7935043371828513
2027-02,Insights,183398.80392491168,94370.84595238914,5501.96411774735,2750.982058873675,24137.33930197665,126761.13143098682,56637.67249392487,0.30882247474805685
2027-03,Platform,2016093.4465752682,59786.3081684373,60482.803397258045,30241.401698629023,262028.22391447527,412538.73717879964,1603554.7093964685,0.7953771746644095
2027-03,Insights,189006.1664839707,96754.09730700299,5670.184994519121,2835.0924972595603,24564.808837014152,129824.18363579582,59181.982848174885,0.3131219681829482
2027-04,Platform,2034023.3706582664,59900.77432582171,61020.70111974799,30510.350559873994,261606.55866910893,413038.3846745526,1620984.9859837138,0.7969352807677514
2027-04,Insights,194272.92837177,98942.01973692341,5828.1878511530995,2914.0939255765497,24986.474082380522,132670.77559603358,61602.15277573641,0.3170907716892576
2027-05,Platform,2054240.667142866,60059.24390037297,61627.22001428597,30813.610007142986,261180.3496327615,413680.42355456343,1640560.2435883025,0.7986212471735702
2027-05,Insights,199876.3199341302,101273.07175964885,5996.289598023906,2998.144799011953,25412.68311872789,135680.18927541262,64196.13065871759,0.32117927066034435
2027-06,Platform,2077584.1723186953,60277.50333158775,62327.52516956085,31163.762584780427,260747.84995990185,414516.6410458309,1663067.5312728644,0.8004814213697017
2027-06,Insights,205928.9950300385,103800.52631951631,6177.869850901155,3088.9349254505773,25845.182791587577,138912.51388745563,67016.48114258287,0.3254348962991214
2027-07,Platform,2092666.6698104767,60336.63952242634,62780.0000943143,31390.00004715715,260329.57840431778,414836.21806821553,1677830.4517422612,0.8017667008067819
2027-07,Insights,211119.51966155693,105877.52281441065,6333.585589846708,3166.792794923354,26263.454347171653,141641.35554635237,69478.16411520456,0.32909398537181284
2027-08,Platform,2107658.230278474,60431.97961942715,63229.74690835422,31614.8734541771,259910.8976663597,415187.4976483182,1692470.7326301555,0.8030100460863326
2027-08,Insights,216369.61789022535,108073.65348615035,6491.088536706761,3245.54426835338,26682.135085129736,144492.42137634024,71877.19651388511,0.3321963463019649
2027-09,Platform,2129055.612010017,60830.770473975106,63871.66836030051,31935.834180150254,259478.96706943042,416117.2400838563,1712938.3719261608,0.8045531372048076
2027-09,Insights,222474.1155584663,111217.22366555624,6674.223466753988,3337.111733376994,27114.065682059005,148342.62454774624,74131.49101072006,0.33321400480514896
2027-10,Platform,2150323.9823352923,61222.29396758908,64509.71947005876,32254.85973502938,259046.38610061133,417033.25927328854,1733290.7230620037,0.8060602668717937
2027-10,Insights,228662.5797716912,114382.55253243206,6859.877393150736,3429.938696575368,27546.646650878112,152219.01527303626,76443.56449865495,0.33430727745213157
2027-11,Platform,2169840.0666038124,61565.115893360664,65095.20199811436,32547.60099905718,258616.52797968496,417824.44687021716,1752015.6197335953,0.8074399798856203
2027-11,Insights,234728.00231144766,117436.25644231775,7041.84006934343,3520.920034671715,27976.50477180446,155975.52131813735,78752.48099331031,0.33550526659711427
2027-12,Platform,2195734.692388033,62067.916378741706,65872.04077164098,32936.02038582049,258172.10955142992,419048.0870876331,1776686.6053004,0.8091535882999209
2027-12,Insights,241717.84926146353,121047.9622862099,7251.535477843905,3625.7677389219525,28420.92320005951,160346.18870303527,81371.66055842827,0.33663902275751856
2028-01,Platform,2278477.905617784,62387.30454273223,68354.3371685335,34177.16858426676,267558.4472760729,432477.2575716054,1846000.6480461783,0.8101902781215058
2028-01,Insights,247515.0359801067,123790.52887807929,7425.4510794032,3712.725539701601,29065.34162171855,163994.04711890264,83520.98886120407,0.337438041008211
2028-02,Platform,2296522.9678279506,62669.750595321246,68895.68903483852,34447.84451741926,267125.78905963944,433139.07320721843,1863383.8946207322,0.8113935374150074
2028-02,Insights,253599.00431843716,126757.99762282669,7607.970129553115,3803.9850647765575,29497.999838152085,167667.95265530844,85931.05166312872,0.33884617131709044
