month,opening_arr,new_arr,expansion_arr,price_arr,churn_arr,closing_arr,opening_customers,new_logos,churned_customers,customers,attach_rate,insights_customers,arpa_insights,arr_insights,arr_total
2026-09,22261073.295490406,278138.70000000007,143820.144374101,0.0,-278039.01315524324,22404993.126709264,532.6245130899939,7.3500000000000005,-6.652437285305271,533.3220758046887,0.258,137.5970955576097,14674.958200407606,2019231.6258054134,24424224.752514675
2026-10,22404993.126709264,278138.70000000007,144749.95447936602,0.0,-279836.56025975174,22548045.220928878,533.3220758046887,7.3500000000000005,-6.661149787448953,534.0109260172397,0.26,138.84284076448233,14748.332991409641,2047700.4490678501,24595745.669996727
2026-11,22548045.220928878,264894.00000000006,145674.1584730634,0.0,-281623.2693990038,22676990.11000294,534.0109260172397,7.0,-6.66975347114233,534.3411725460974,0.262,139.9973872070775,14822.074656366687,2075051.7248795773,24752041.834882516
2026-12,22676990.11000294,317872.80000000005,146507.2212960806,0.0,-283233.7806818011,22858136.35061722,534.3411725460974,8.4,-6.673878223698628,536.0672943223988,0.264,141.52176570111328,14896.18502964852,2108134.4076063493,24966270.758223567
2027-01,22858136.35061722,245556.73800000004,147677.5367670444,685744.0905185165,-285496.28264244914,23651618.43326033,536.0672943223988,6.3,-6.6954373457094185,535.6718569766894,0.266,142.48871395579937,14970.66595479676,2133150.9389608596,25784769.372221187
2027-02,23651618.43326033,259198.77900000004,152803.91617243955,0.0,-295406.80996905157,23768214.318463717,535.6718569766894,6.6499999999999995,-6.690498365099348,535.63135861159,0.268,143.54920410790615,15045.519284570744,2159772.3186902837,25927986.637154
2027-03,23768214.318463717,300124.9020000001,153557.19688001327,0.0,-296863.0831877593,23925033.33415597,535.63135861159,7.700000000000001,-6.689992543779902,536.6413660678102,0.27,144.89316883830875,15120.746880993596,2190892.9307891354,26115926.264945105
2027-04,23925033.33415597,259198.77900000004,154570.34360380727,0.0,-298821.74006778863,24039980.71669199,536.6413660678102,6.6499999999999995,-6.702607455589377,536.5887586122208,0.272,145.95214234252407,15196.350615398564,2217939.9281055545,26257920.644797545
2027-05,24039980.71669199,272840.82000000007,155312.97397622082,0.0,-300257.4236209068,24167877.087047305,536.5887586122208,7.0,-6.701950392704649,536.8868082195161,0.274,147.10698545214743,15272.332368475552,2246666.7755496935,26414543.862597
2027-06,24167877.087047305,300124.9020000001,156139.26272722866,0.0,-301854.8389893263,24322286.412785206,536.8868082195161,7.700000000000001,-6.705673008302904,537.8811352112132,0.276,148.45519331829485,15348.69403031793,2278593.3394542066,26600879.752239414
2027-07,24322286.412785206,231914.69700000007,157136.84138058277,0.0,-303783.39903583715,24407554.55212995,537.8811352112132,5.95,-6.7180920723729685,537.1130431388402,0.278,149.3174259925976,15425.43750046952,2303286.622379797,26710841.17450975
2027-08,24407554.55212995,231914.69700000007,157687.72569547142,0.0,-304848.39123106067,24492308.583594363,537.1130431388402,5.95,-6.708498664230414,536.3545444746098,0.28,150.17927245289076,15502.564687971864,2328163.88599349,26820472.469587855
2027-09,24492308.583594363,286482.8610000001,158235.28855911683,0.0,-305906.9622602513,24631119.77089323,536.3545444746098,7.3500000000000005,-6.699025076983168,537.0055193976267,0.28200000000000003,151.43555647013073,15580.077511411722,2359377.7077884036,26990497.478681635
2027-10,24631119.77089323,286482.8610000001,159132.0937011271,0.0,-307640.70281351125,24769094.02278085,537.0055193976267,7.3500000000000005,-6.7071557013597145,537.648363696267,0.28400000000000003,152.69213528973984,15657.977898968778,2390850.079713097,27159944.10249395
2027-11,24769094.02278085,272840.82000000007,160023.49172866094,0.0,-309363.99011086894,24892594.34439864,537.648363696267,7.0,-6.715184774892419,537.9331789213745,0.28600000000000003,153.84888917151312,15736.267788463621,2421007.3189605917,27313601.663359232
2027-12,24892594.34439864,327408.9840000001,160821.37931698834,0.0,-310906.4991844957,25069918.208531134,537.9331789213745,8.4,-6.718742094122689,539.6144368272518,0.28800000000000003,155.40895780624854,15814.949127405938,2457784.7616489967,27527702.97018013
2028-01,25069918.208531134,252923.44014000008,161966.99989879897,752097.5462559339,-313121.2599706372,25923784.93485523,539.6144368272518,6.3,-6.739740870004005,539.1746959572478,0.29000000000000004,156.36066182760186,15894.023873042965,2485200.0918927016,28408985.02674793
2028-02,25923784.93485523,266974.74237000005,167483.50102280587,0.0,-323785.9866350673,26034457.191612966,539.1746959572478,6.6499999999999995,-6.734248541942505,539.0904474153052,0.29200000000000004,157.41441064526916,15973.493992408177,2514458.1427606805,28548915.334373645
