month,opening_arr,new_arr,expansion_arr,price_arr,churn_arr,closing_arr,opening_customers,new_logos,churned_customers,customers,attach_rate,insights_customers,arpa_insights,arr_insights,arr_total
2026-09,22261073.295490406,278138.70000000007,143820.144374101,0.0,-278039.01315524324,22404993.126709264,532.6245130899939,7.3500000000000005,-6.652437285305271,533.3220758046887,0.258,137.5970955576097,14674.958200407606,2019231.6258054134,24424224.752514675
2026-10,22404993.126709264,278138.70000000007,144749.95447936602,0.0,-279836.56025975174,22548045.220928878,533.3220758046887,7.3500000000000005,-6.661149787448953,534.0109260172397,0.26,138.84284076448233,14748.332991409641,2047700.4490678501,24595745.669996727
2026-11,22548045.220928878,269624.25000000006,145674.1584730634,0.0,-281623.2693990038,22681720.36000294,534.0109260172397,7.125,-6.66975347114233,534.4661725460974,0.262,140.03013720707753,14822.074656366687,2075537.1478245738,24757257.507827513
2026-12,22681720.36000294,329225.4,146537.78160325426,0.0,-283292.8611234545,22874190.680482738,534.4661725460974,8.7,-6.675439463634505,536.490733082463,0.264,141.63355353377023,14896.18502964852,2109799.61984567,24983990.300328407
2027-01,22874190.680482738,258711.56325000006,147781.25755392827,686225.720414482,-285696.79992988746,23681212.42177126,536.490733082463,6.6375,-6.700726061730302,536.4275070207327,0.266,142.6897168675149,14970.66595479676,2136160.086408094,25817372.508179355
2027-02,23681212.42177126,286970.07675000007,152995.11143260295,0.0,-295776.43650285277,23825401.173451014,536.4275070207327,7.3625,-6.69993637330981,537.0900706474229,0.268,143.94013893350933,15045.519284570744,2165654.136147907,25991055.309598923
2027-03,23825401.173451014,342999.8880000001,153926.65892846894,0.0,-297577.3424022663,24024750.37797722,537.0900706474229,8.8,-6.708211739662196,539.1818589077607,0.27,145.5791019050954,15120.746880993596,2201264.7510693204,26226015.129046537
2027-04,24024750.37797722,305484.27525000006,155214.57667597616,0.0,-300067.19791659934,24185382.031986594,539.1818589077607,7.8374999999999995,-6.7343380066177,540.285020901143,0.2735,147.76795321646262,15196.350615398564,2245533.626797178,26430915.65878377
2027-05,24185382.031986594,336178.86750000005,156252.35537442548,0.0,-302073.4743422427,24375739.780518778,540.285020901143,8.625,-6.7481164110961815,542.1619044900468,0.277,150.178847543743,15272.332368475552,2293581.2744026612,26669321.05492144
2027-06,24375739.780518778,375156.12750000006,157482.1828186473,0.0,-304451.0272951393,24603927.063542288,542.1619044900468,9.625,-6.771558536008093,545.0153459540387,0.2805,152.87680454010788,15348.69403031793,2346459.297218835,26950386.36076112
2027-07,24603927.063542288,294034.7051250001,158956.4121854507,0.0,-307301.06808806397,24749617.11276467,545.0153459540387,7.54375,-6.807197790154266,545.7518981638844,0.28400000000000003,154.9935390785432,15425.43750046952,2390843.150032648,27140460.26279732
2027-08,24749617.11276467,298176.03900000005,159897.65898136678,0.0,-309120.725072911,24898570.085673127,545.7518981638844,7.6499999999999995,-6.8163972679532225,546.5855008959312,0.28750000000000003,157.14333150758023,15502.564687971864,2436124.6619796697,27334694.7476528
2027-09,24898570.085673127,368335.10700000013,160859.98625931458,0.0,-310981.1357118893,25116784.043220554,546.5855008959312,9.450000000000001,-6.8268088989606435,549.2086919969706,0.29100000000000004,159.81972937111848,15580.077511411722,2490003.7714548707,27606787.814675424
2027-10,25116784.043220554,368335.10700000013,162269.78184564295,0.0,-313706.61047259986,25333682.321593598,549.2086919969706,9.450000000000001,-6.859572344611684,551.799119652359,0.29450000000000004,162.50484073761973,15657.977898968778,2544497.204745091,27878179.52633869
2027-11,25333682.321593598,350795.3400000001,163671.0773400711,0.0,-316415.65250635165,25531733.086427316,551.799119652359,9.0,-6.8919265774644245,553.9071930748945,0.29800000000000004,165.06434353631857,15736.267788463621,2597496.7122144634,28129229.79864178
2027-12,25531733.086427316,420954.40800000005,164950.60637327167,0.0,-318889.29061346676,25798748.810187124,553.9071930748945,10.799999999999999,-6.9182562447846125,557.7889368301098,0.30150000000000005,168.17336445427813,15814.949127405938,2659653.2034291066,28458402.01361623
2028-01,25798748.810187124,325187.2801800001,166675.69120775134,773962.4643056137,-322224.2955049941,26742349.950375494,557.7889368301098,8.1,-6.9667389117564795,558.9221979183534,0.30500000000000005,170.4712703650978,15894.023873042965,2709474.4408508264,29451824.39122632
2028-02,26742349.950375494,343253.2401900001,172771.93151081656,0.0,-334009.79777380364,26924365.324302506,558.9221979183534,8.549999999999999,-6.98089325150641,560.491304666847,0.30850000000000005,172.91156748972233,15973.493992408177,2762001.884514961,29686367.208817467
