month,opening_arr,new_arr,expansion_arr,price_arr,churn_arr,closing_arr,opening_customers,new_logos,churned_customers,customers,attach_rate,insights_customers,arpa_insights,arr_insights,arr_total
2026-09,22261073.295490406,611905.1400000001,209046.00138229868,0.0,-154144.18921459388,22927880.24765811,532.6245130899939,16.17,-3.6880959258467905,545.106417164147,0.265,144.45320054849898,14820.977684988775,2140937.6618545116,25068817.909512624
2026-10,22927880.24765811,611905.1400000001,215307.75368841118,0.0,-158761.4156906132,23596331.72565591,545.106417164147,16.17,-3.774525405585956,557.5018917585611,0.274,152.75551834184574,15043.292350263604,2297945.92053244,25894277.64618835
2026-11,23596331.72565591,593173.3500000001,221584.94916495788,0.0,-163390.02949272224,24247699.995328147,557.5018917585611,15.675,-3.8603564145370437,569.316535344024,0.28300000000000003,161.11657950235883,15268.941735517557,2460079.6650473992,26707779.660375547
2026-12,24247699.995328147,724295.8800000001,227701.72217023218,0.0,-167900.3526238661,25031797.244874515,569.316535344024,19.14,-3.9421655273397724,584.5143698166843,0.29200000000000004,170.67819598647182,15497.975861550321,2645166.561491295,27676963.80636581
2027-01,25031797.244874515,591268.9513500002,235064.90688899107,1752225.8071412162,-173329.74199752236,27437027.1682572,584.5143698166843,14.602500000000001,-4.047401148350031,595.0694686683343,0.30100000000000005,179.11591006916865,15730.445499473573,2817573.0614316673,30254600.229688868
2027-02,27437027.1682572,655852.0006500002,257651.5850430071,0.0,-189984.47429605934,28160546.279654145,595.0694686683343,16.1975,-4.120488691478379,607.1464799768559,0.31000000000000005,188.21540879282534,15966.402181965674,3005122.913629328,31165669.193283472
2027-03,28160546.279654145,783904.5984000002,264445.901523329,0.0,-194994.397462259,29013902.382115215,607.1464799768559,19.360000000000003,-4.204114538784882,622.302365438071,0.31900000000000006,198.5144545747447,16205.89821469516,3217105.0449840385,32231007.427099254
2027-04,29013902.382115215,698165.0329500001,272459.4720554744,0.0,-200903.36163389374,29783623.525486797,622.302365438071,17.2425,-4.309059688789016,635.2358057492819,0.32950000000000007,209.31019799438843,16448.986687915585,3442940.660454671,33226564.18594147
2027-05,29783623.525486797,768315.5865000002,279687.65575827175,0.0,-206233.20534769067,30625393.56239738,635.2358057492819,18.975,-4.398615778204112,649.8121899710778,0.3400000000000001,220.93614459016652,16695.721488234318,3688688.3367616874,34314081.89915907
2027-06,30625393.56239738,857395.6545000002,287592.42557614186,0.0,-212061.94316829726,31558319.699305225,649.8121899710778,21.175,-4.499548239892933,666.4876417311848,0.3505000000000001,233.60391842678033,16946.15731055783,3958688.750022939,35517008.44932816
2027-07,31558319.699305225,671997.7629750002,296353.2106432809,0.0,-218521.88070418846,32308148.79221932,666.4876417311848,16.59625,-4.615015448379663,678.4688762828052,0.3610000000000001,244.92726433809275,17200.349670216197,4212834.590384669,36520983.38260399
2027-08,32308148.79221932,681462.5202000003,303394.59501469665,0.0,-223713.98424935632,33069291.923184656,678.4688762828052,16.830000000000002,-4.697978100774485,690.6008981820308,0.3715000000000001,256.55823367462455,17458.35491526944,4479084.699926227,37548376.62311088
2027-09,33069291.923184656,841806.6426000003,310542.2255846989,0.0,-228984.43052306212,33992656.360846296,690.6008981820308,20.790000000000003,-4.78198486245963,706.6089133195712,0.3820000000000001,269.9246048880763,17720.23023899848,4783126.145787407,38775782.5066337
2027-10,33992656.360846296,841806.6426000003,319213.2200578577,0.0,-235378.15919479585,34918298.06430936,706.6089133195712,20.790000000000003,-4.8928304843915695,722.5060828351797,0.3925000000000001,283.5836375128081,17986.033692583453,5100544.858970739,40018842.9232801
2027-11,34918298.06430936,801720.6120000002,327905.5995425815,0.0,-241787.65652628496,35806136.61932566,722.5060828351797,19.8,-5.002908568824579,737.3031742663551,0.40300000000000014,297.1331792293412,18255.824197972204,5424411.083395419,41230547.70272108
2027-12,35806136.61932566,962064.7344000003,336242.98280059325,0.0,-247935.39039337428,36856508.946132876,737.3031742663551,23.76,-5.105369291679969,755.9578049746751,0.41350000000000015,312.5885523570283,18529.661560941782,5792160.083000464,42648669.02913334
2028-01,36856508.946132876,772056.9493560002,346106.66421285254,2579955.6262293016,-255208.57028636461,40299419.61564466,755.9578049746751,17.82,-5.234541092494001,768.5432638821811,0.42400000000000015,325.8623438860449,18807.606484355907,6128690.731878593,46428110.34752326
2028-02,40299419.61564466,814949.0020980001,378437.8415565654,0.0,-279048.6011171188,41213757.85818211,768.5432638821811,18.81,-5.321687625522311,782.0315762566588,0.43450000000000016,339.7927198835184,19089.720581621244,6486548.078245463,47700305.93642757
