month,product,revenue,cogs_cloud,cogs_third_party,cogs_payment,cogs_payroll,cogs,gross_profit,gross_margin
2026-09,Platform,1910656.6873048425,71190.59997998497,57319.70061914527,28659.850309572634,253253.424945422,410423.57585412485,1500233.1114507178,0.7851924008215914
2026-09,Insights,178411.4718212093,123183.21705017326,5352.344154636278,2676.172077318139,23648.055973891438,154859.7892560191,23551.68256519019,0.13200766926463076
2026-10,Platform,1966360.9771379924,71993.70884355638,58990.829314139766,29495.414657069883,252328.30544161896,412808.258256385,1553552.7188816075,0.7900648644598202
2026-10,Insights,191495.49337770333,129835.96979195703,5744.864801331099,2872.4324006655497,24573.175477694465,163026.44247164813,28469.0509060552,0.14866694982687242
2026-11,Platform,2019774.4537773456,72719.27241740409,60593.23361332036,30296.616806660186,251397.06282053172,415006.18565791636,1604768.2681194292,0.7945284509952192
2026-11,Insights,204907.61330473606,136433.0388435141,6147.228399142081,3073.6141995710414,25504.41809878175,171158.29954100898,33749.313763727085,0.16470502593544695
2026-12,Platform,2083032.4424595677,73685.66477114733,62490.97327378702,31245.48663689351,250441.57334582286,417863.6980276507,1665168.744431917,0.799396452253882
2026-12,Insights,220078.660119078,143890.49043787975,6602.35980357234,3301.17990178617,26459.907573490582,180253.93771672883,39824.72240234917,0.180956765098448
2027-01,Platform,2280749.0690793036,74420.60857933239,68422.47207237911,34211.236036189555,259910.87188594407,436965.1885738451,1843783.8805054585,0.8084115457952418
2027-01,Insights,234139.16129611444,150179.43675558874,7024.174838883433,3512.0874194417165,26682.160865545357,187397.85987945925,46741.30141665519,0.19963042986022203
2027-02,Platform,2335739.2159165833,75048.69874643188,70072.1764774975,35036.08823874875,258974.50104296405,439131.4645056422,1896607.7514109411,0.8119946518373116
2027-02,Insights,249096.676845942,156914.06632157022,7472.900305378261,3736.4501526891304,27618.53170852535,195741.94848816295,53354.728357779066,0.2141928548921477
2027-03,Platform,2398659.489240783,75853.57898263923,71959.78467722348,35979.89233861174,258015.8195993578,441809.07559783227,1956850.4136429506,0.8158100065559233
2027-03,Insights,265669.77020965406,164351.3124627726,7970.093106289622,3985.046553144811,28577.213152131593,204883.66527433862,60786.10493531544,0.2288032427902727
2027-04,Platform,2453940.434983147,76456.58900143582,73618.2130494944,36809.10652474721,257060.66592184757,443944.574497525,2009995.8604856217,0.8190890992427149
2027-04,Insights,281920.49080759,171286.68687215657,8457.6147242277,4228.807362113851,29532.36682964186,213505.47578813997,68415.01501945005,0.2426748578064271
2027-05,Platform,2511955.8871009797,77110.58333613648,75358.6766130294,37679.3383065147,256091.34489228996,446239.9431479705,2065715.9439530093,0.8223535909052245
2027-05,Insights,299185.8019124306,178525.26618522406,8975.574057372918,4487.787028686459,30501.68785919948,222490.31513048292,76695.4867819477,0.2563473476739243
2027-06,Platform,2575310.7582746972,77876.83584571443,77259.32274824091,38629.66137412046,255102.62734720943,448868.4473152852,2126442.310959412,0.8257031910137321
2027-06,Insights,317901.78197457554,186295.47599285247,9537.053459237266,4768.526729618633,31490.405404280005,232091.46158598838,85810.32038858716,0.2699271449678439
2027-07,Platform,2625831.036402119,78319.54208716407,78774.93109206356,39387.46554603178,254129.7130798871,450611.6518051465,2175219.3845969723,0.8283927466930359
2027-07,Insights,335431.82064483775,193065.3844254659,10062.954619345132,5031.477309672566,32463.319671602305,240623.1360260859,94808.68461875184,0.28264666255124693
2027-08,Platform,2676475.9111643746,78752.85280321233,80294.27733493123,40147.13866746562,253147.75888480298,452342.0276904121,2224133.8834739625,0.8309934246732581
2027-08,Insights,353609.56873892905,199901.98788624903,10608.287062167872,5304.143531083936,33445.273866686424,249259.69234618725,104349.8763927418,0.2950991308433274
2027-09,Platform,2737638.364450378,79423.09887608862,82129.15093351132,41064.57546675567,272493.59026973747,475110.4155460931,2262527.9489042847,0.8264524556217349
2027-09,Insights,374147.7457221514,207732.17340555383,11224.432371664541,5612.216185832272,37241.17248175196,261809.99444480258,112337.75127734884,0.3002497076670156
2027-10,Platform,2798951.66084612,80080.87998107585,83968.54982538361,41984.274912691806,259559.36158661763,465593.0663057689,2333358.594540351,0.8336544811334752
2027-10,Insights,395488.23966558994,215657.71000556284,11864.647189967696,5932.323594983848,36675.40116487183,270130.0819553862,125358.15771020373,0.3169706330994871
2027-11,Platform,2857818.003721405,80665.17915607849,85734.54011164214,42867.27005582108,258498.3398048956,467765.3291284373,2390052.6745929676,0.8363208124102652
2027-11,Insights,417193.5068295514,223433.99912101115,12515.805204886541,6257.9026024432715,37736.42294659383,279944.1298749348,137249.37695461663,0.3289825337830371
2027-12,Platform,2927222.2014787276,81481.85804928985,87816.66604436183,43908.333022180916,257402.01557945847,470608.87269529107,2456613.3287834367,0.8392302188547367
2027-12,Insights,441613.0130546295,232279.71655969752,13248.390391638886,6624.195195819443,38832.74717203097,290985.04931918683,150627.96373544267,0.34108588126412237
2028-01,Platform,3189387.8034135625,82134.50328684796,95681.63410240687,47840.817051203434,287862.7042379692,513519.65867842746,2675868.144735135,0.8389911511767827
2028-01,Insights,464033.5640294857,239512.07189835218,13921.00692088457,6960.503460442285,41882.00520982232,302275.58748950134,161757.97653998435,0.3485911129689444
2028-02,Platform,3250074.462799775,82628.2251385368,97502.23388399325,48751.116941996625,274977.5728184164,503859.1487829431,2746215.314016832,0.8449699677499408
2028-02,Insights,487753.475810077,247272.41784754687,14632.60427430231,7316.302137151155,41267.13662937508,310488.4608883754,177265.01492170157,0.3634315770426731
