month,opening_arr,new_arr,expansion_arr,price_arr,churn_arr,closing_arr,opening_customers,new_logos,churned_customers,customers,attach_rate,insights_customers,arpa_insights,arr_insights,arr_total
2026-09,22261073.295490406,500649.6600000001,194597.6421831656,0.0,-194597.6421831656,22761722.955490407,532.6245130899939,13.23,-4.655996278367498,541.1985168116264,0.262,141.7940114046461,14747.967942698193,2091173.5346623028,24852896.49015271
2026-10,22761722.955490407,500649.6600000001,198974.12673548676,0.0,-198974.12673548676,23262372.615490407,541.1985168116264,13.23,-4.730946883226131,549.6975699284003,0.268,147.3189487408113,14895.447622125173,2194381.684715298,25456754.300205704
2026-11,23262372.615490407,476809.20000000007,203350.61128780796,0.0,-203350.61128780796,23739181.815490406,549.6975699284003,12.6,-4.805242299056271,557.492327629344,0.274,152.75289777044026,15044.402098346427,2298076.0157461087,26037257.831236515
2026-12,23739181.815490406,572171.04,207518.69181382813,0.0,-207518.69181382813,24311352.855490405,557.492327629344,15.12,-4.873381038364047,567.7389465909799,0.28,158.9669050454744,15194.84611932989,2415477.6602321095,26726830.515722513
2027-01,24311352.855490405,450584.6940000001,212520.38844505235,1215567.6427745202,-212520.38844505235,25977505.192264922,567.7389465909799,11.34,-4.962952994927687,574.1159935960522,0.28600000000000003,164.19717416847095,15346.79458052319,2519900.3026659125,28497405.494930834
2027-02,25977505.192264922,475617.177,227085.243964394,0.0,-227085.243964394,26453122.369264923,574.1159935960522,11.969999999999999,-5.018698658885843,581.0672949371665,0.29200000000000004,169.67165012165265,15500.262526328423,2629955.1201609597,29083077.489425883
2027-03,26453122.369264923,550714.6260000002,231242.90428909913,0.0,-231242.90428909913,27003836.995264925,581.0672949371665,13.860000000000001,-5.079464230838725,589.8478307063277,0.29800000000000004,175.77465355048568,15655.265151591706,2751798.8082620236,29755635.80352695
2027-04,27003836.995264925,475617.177,236057.03729665247,0.0,-236057.03729665247,27479454.172264926,589.8478307063277,11.969999999999999,-5.156220258506532,596.6616104478212,0.30400000000000005,181.38512957613767,15811.817803107624,2868028.6210509567,30347482.793315884
2027-05,27479454.172264926,500649.66000000003,240214.6976213576,0.0,-240214.6976213576,27980103.832264926,596.6616104478212,12.6,-5.215783670137662,604.0458267776836,0.31000000000000005,187.25420630108195,15969.935981138698,2990437.686827217,30970541.519092143
2027-06,27980103.832264926,550714.6260000002,244591.1821736788,0.0,-244591.1821736788,28530818.458264925,604.0458267776836,13.860000000000001,-5.280333616498637,612.625493161185,0.31600000000000006,193.58965583893448,16129.635340950086,3122530.5544620417,31653349.012726966
2027-07,28530818.458264925,425552.211,249405.3151812321,0.0,-249405.3151812321,28956370.669264924,612.625493161185,10.709999999999999,-5.355333722144296,617.9801594390407,0.32200000000000006,198.98961133937112,16290.931694359586,3241726.166216857,32198096.83548178
2027-08,28956370.669264924,425552.211,253125.3270507051,0.0,-253125.3270507051,29381922.880264923,617.9801594390407,10.709999999999999,-5.402142131537545,623.2880173075032,0.32800000000000007,204.4384696768611,16453.841011303182,3363798.0766571993,32745720.95692212
2027-09,29381922.880264923,525682.143,256845.3389201781,0.0,-256845.3389201781,29907605.023264922,623.2880173075032,13.23,-5.44854136002647,631.0694759474767,0.3340000000000001,210.77720496645725,16618.379421416215,3502775.565518201,33410380.588783123
2027-10,29907605.023264922,525682.143,261440.64770011534,0.0,-261440.64770011534,30433287.16626492,631.0694759474767,13.23,-5.516563844117181,638.7829121033595,0.3400000000000001,217.1861901151423,16784.56321563038,3645375.337549524,34078662.503814444
2027-11,30433287.16626492,500649.66000000003,266035.95648005255,0.0,-266035.95648005255,30933936.82626492,638.7829121033595,12.6,-5.5839917021158,645.7989204012438,0.3460000000000001,223.4464264588304,16952.408847786683,3787955.1769069927,34721892.00317191
2027-12,30933936.82626492,600779.5920000001,270412.44103237375,0.0,-270412.44103237375,31534716.41826492,645.7989204012438,15.12,-5.645322917110828,655.273597484133,0.3520000000000001,230.65630631441488,17121.93293626455,3949281.808041905,35483998.226306826
2028-01,31534716.41826492,473113.9287000001,275664.2224951592,1576735.8209132461,-275664.2224951592,33584566.16787817,655.273597484133,11.34,-5.7281468580908275,660.8854506260423,0.3580000000000001,236.5969913241232,17293.15226562719,4091507.796557338,37676073.96443551
2028-02,33584566.16787817,499398.03585000004,293583.21152186074,0.0,-293583.21152186074,34083964.20372818,660.8854506260423,11.969999999999999,-5.77720349499229,667.07824713105,0.3640000000000001,242.81648195570227,17466.083788283468,4241053.019014517,38325017.22274269
