month,product,revenue,cogs_cloud,cogs_third_party,cogs_payment,cogs_payroll,cogs,gross_profit,gross_margin
2026-09,Platform,1910656.6873048425,71190.59997998497,57319.70061914527,28659.850309572634,253253.424945422,410423.57585412485,1500233.1114507178,0.7851924008215914
2026-09,Insights,178411.4718212093,123183.21705017326,5352.344154636278,2676.172077318139,23648.055973891438,154859.7892560191,23551.68256519019,0.13200766926463076
2026-10,Platform,1966360.9771379924,71993.70884355638,58990.829314139766,29495.414657069883,252328.30544161896,412808.258256385,1553552.7188816075,0.7900648644598202
2026-10,Insights,191495.49337770333,129835.96979195703,5744.864801331099,2872.4324006655497,24573.175477694465,163026.44247164813,28469.0509060552,0.14866694982687242
2026-11,Platform,2021508.8787773454,72764.73573034801,60645.266363320356,30322.633181660178,251394.56848948088,415127.2037648094,1606381.6750125359,0.7946448773374234
2026-11,Insights,205105.66420316385,136562.66603803774,6153.169926094914,3076.584963047457,25506.91242983255,171299.33335701269,33806.33084615116,0.1648239748886939
2026-12,Platform,2091015.0750195177,73893.81277763633,62730.45225058553,31365.226125292764,250429.7359262693,418419.2270797839,1672595.8479397339,0.7998965994657508
2026-12,Insights,221031.33095514114,144502.97480975452,6630.939928654235,3315.4699643271174,26471.744993044184,180921.12969578005,40110.201259361085,0.18146839674734416
2027-01,Platform,2297661.429618836,74830.06046846909,68929.84288856508,34464.92144428254,259887.25576398356,438112.0805653003,1859549.3490535356,0.8093226117139549
2027-01,Insights,236105.58952501844,151421.13914927386,7083.167685750554,3541.583842875277,26705.776987505888,188751.6676654056,47353.921859612834,0.2005624769615845
2027-02,Platform,2366797.6309996927,75772.7146504512,71003.92892999078,35501.96446499539,258688.05255429528,440966.66059973266,1925830.97039996,0.8136863689467712
2027-02,Insights,255309.20493496864,160788.2282538663,7659.27614804906,3829.63807402453,27904.980197194174,200182.1226731341,55127.082261834556,0.21592281514439055
2027-03,Platform,2450208.6850041873,77040.26478704964,73506.26055012562,36753.13027506281,257455.61205524037,444755.2676674784,2005453.4173367089,0.8184826988862305
2027-03,Insights,277301.24303234025,171479.38587642545,8319.037290970207,4159.518645485104,29137.420696249028,213095.3625091298,64205.88052321045,0.23153837978188377
2027-04,Platform,2525010.2381073493,78074.85990946842,75750.30714322047,37875.15357161024,256226.91864303406,447927.2392673332,2077082.998840016,0.8226037928451798
2027-04,Insights,299245.4868577109,181716.9954480128,8977.364605731325,4488.682302865663,30366.11410845536,225549.15646506517,73696.3303926457,0.24627382409843257
2027-05,Platform,2605470.98453235,79223.50244863372,78164.1295359705,39082.064767985255,254978.12835227698,451447.82510486647,2154023.1594274836,0.8267308184259454
2027-05,Insights,323054.0463341537,192638.5595073699,9691.62139002461,4845.810695012306,31614.90439921248,238790.8959916193,84263.15034253438,0.26083298227868684
2027-06,Platform,2693553.5078641167,80530.89386251583,80806.6052359235,40403.30261796175,274191.5627758289,475932.36449223,2217621.1433718866,0.8233068832296463
2027-06,Insights,349162.8626568225,204448.9302436174,10474.885879704676,5237.442939852338,35543.19997566055,255704.45903883496,93458.40361798753,0.26766421522280814
2027-07,Platform,2763294.9189606444,81374.24123471278,82898.84756881933,41449.42378440967,281335.30456053076,487057.81714847253,2276237.1018121717,0.8237401973251305
2027-07,Insights,373643.1949182714,214860.95359273627,11209.295847548141,5604.647923774071,38041.18819095862,269716.0855550171,103927.10936325428,0.27814532895744754
2027-08,Platform,2833208.3311912376,82202.50327037803,84996.24993573713,42498.12496786856,268099.9315288422,477796.8097028259,2355411.521488412,0.8313583916711365
2027-08,Insights,399212.58975870215,225451.2991458806,11976.377692761065,5988.188846380533,37776.56122264718,281192.4269076694,118020.16285103274,0.2956323670111912
2027-09,Platform,2918140.8467570934,83367.8149744372,87544.2254027128,43772.1127013564,266714.06119077536,481398.2142692818,2436742.6324878116,0.8350325636940191
2027-09,Insights,428479.43856212933,237627.36440864086,12854.38315686388,6427.19157843194,39162.43156071405,296071.3707046507,132408.06785747863,0.3090184870989545
2027-10,Platform,3003282.8288187752,84513.76116124835,90098.48486456324,45049.24243228163,265317.4998396195,484978.98829771276,2518303.8405210627,0.8385170442011084
2027-10,Insights,459110.79005355336,250039.32797080584,13773.3237016066,6886.661850803301,40558.99291186988,311258.30643508566,147852.4836184677,0.322040968806726
2027-11,Platform,3084923.12447717,85553.13643654593,92547.6937343151,46273.84686715755,283886.2048885281,508260.8819265467,2576662.242550623,0.8352435826054219
2027-11,Insights,490438.7855494292,262309.3248151405,14713.163566482875,7356.581783241438,45132.017862961344,329511.08802782616,160927.69752160303,0.3281300383723094
2027-12,Platform,3181611.445128949,86923.25953396373,95448.34335386846,47724.17167693423,270748.94541549805,500844.7199802645,2680766.7251486843,0.8425814312596033
2027-12,Insights,526090.4892676601,276313.5650256401,15782.7146780298,7891.3573390149,44769.27733599141,344756.9143786762,181333.57488898386,0.34468134016527796
2028-01,Platform,3483657.7129923124,87980.82784735087,104509.73138976938,52254.86569488469,281420.5897821748,526166.0147141798,2957491.698278133,0.8489616207838555
2028-01,Insights,558789.9391788541,288008.67252756323,16763.698175365622,8381.849087682811,45140.770765616755,358294.9905562284,200494.94862262573,0.358802001548658
2028-02,Platform,3567707.593641918,88937.84519871196,107031.22780925754,53515.61390462877,300473.4078364861,549958.0947490844,3017749.4988928335,0.8458511298041421
2028-02,Insights,584534.6318875784,295899.7547415317,17536.03895662735,8768.019478313676,49229.68271130542,371433.4958877781,213101.1359998003,0.36456545835728227
